Timestamp,LatencyMs,Tick,Configuration
9.161,13.963,1112,Oculus Quest_Android
9.175,13.514,1115,Oculus Quest_Android
9.190,14.291,1119,Oculus Quest_Android
9.203,13.500,1122,Oculus Quest_Android
9.217,14.320,1126,Oculus Quest_Android
9.231,13.899,1129,Oculus Quest_Android
9.245,13.803,1132,Oculus Quest_Android
9.258,13.912,1136,Oculus Quest_Android
9.272,13.444,1139,Oculus Quest_Android
9.287,14.744,1142,Oculus Quest_Android
9.299,12.929,1145,Oculus Quest_Android
9.315,14.928,1149,Oculus Quest_Android
9.328,13.716,1152,Oculus Quest_Android
9.342,13.680,1156,Oculus Quest_Android
9.356,13.700,1159,Oculus Quest_Android
9.370,13.767,1162,Oculus Quest_Android
9.384,14.052,1166,Oculus Quest_Android
9.397,14.027,1169,Oculus Quest_Android
9.411,13.662,1172,Oculus Quest_Android
9.425,14.092,1176,Oculus Quest_Android
9.442,16.134,1179,Oculus Quest_Android
9.453,11.652,1182,Oculus Quest_Android
9.467,13.815,1186,Oculus Quest_Android
9.481,14.113,1189,Oculus Quest_Android
9.495,13.955,1192,Oculus Quest_Android
9.509,13.544,1196,Oculus Quest_Android
9.523,14.000,1199,Oculus Quest_Android
9.536,13.726,1202,Oculus Quest_Android
9.551,14.475,1206,Oculus Quest_Android
9.564,13.473,1209,Oculus Quest_Android
9.578,13.648,1212,Oculus Quest_Android
9.592,14.280,1216,Oculus Quest_Android
9.606,13.610,1219,Oculus Quest_Android
9.620,14.144,1222,Oculus Quest_Android
9.634,13.756,1226,Oculus Quest_Android
9.648,14.127,1229,Oculus Quest_Android
9.662,13.805,1232,Oculus Quest_Android
9.675,13.622,1236,Oculus Quest_Android
9.690,14.386,1239,Oculus Quest_Android
9.702,12.936,1242,Oculus Quest_Android
9.718,15.122,1246,Oculus Quest_Android
9.731,13.479,1249,Oculus Quest_Android
9.746,14.143,1252,Oculus Quest_Android
9.759,13.512,1256,Oculus Quest_Android
9.772,13.519,1259,Oculus Quest_Android
9.787,14.260,1262,Oculus Quest_Android
9.800,13.807,1266,Oculus Quest_Android
9.814,14.048,1269,Oculus Quest_Android
9.827,13.398,1272,Oculus Quest_Android
9.842,14.117,1276,Oculus Quest_Android
9.856,14.058,1279,Oculus Quest_Android
9.870,13.864,1282,Oculus Quest_Android
9.884,14.273,1286,Oculus Quest_Android
9.898,13.623,1289,Oculus Quest_Android
9.911,13.647,1292,Oculus Quest_Android
9.926,14.417,1296,Oculus Quest_Android
9.940,13.510,1299,Oculus Quest_Android
9.953,14.069,1302,Oculus Quest_Android
9.967,13.856,1306,Oculus Quest_Android
9.982,14.346,1309,Oculus Quest_Android
9.995,13.585,1312,Oculus Quest_Android
10.009,13.493,1316,Oculus Quest_Android
10.023,14.181,1319,Oculus Quest_Android
10.037,13.785,1322,Oculus Quest_Android
10.051,14.338,1326,Oculus Quest_Android
10.064,13.818,1329,Oculus Quest_Android
10.077,13.192,1332,Oculus Quest_Android
10.092,14.066,1336,Oculus Quest_Android
